"","UniProt_Name","Pfam_Name","Distance","Similarity_Score","V3"
"17988","WD repeat-containing protein 47 (Neuronal enriched MAP-interacting protein) (Nemitin)","WD repeat-containing protein 75 second beta-propeller",0.225155691207301,0.774844308792699,"Beta_propeller"
"17989","WD repeat-containing protein 5 (BMP2-induced 3-kb gene protein)","WD repeat-containing protein 75 second beta-propeller",0.182589597683937,0.817410402316063,"Beta_propeller"
"17990","WD repeat domain phosphoinositide-interacting protein 3 (WIPI-3) (WD repeat-containing protein 45-like) (WDR45-like protein) (WD repeat-containing protein 45B) (WIPI49-like protein)","WD repeat-containing protein 75 second beta-propeller",0.369636356575362,0.630363643424638,"Beta_propeller"
"17991","WD repeat-containing protein 74 (NOP seven-associated protein 1)","WD repeat-containing protein 75 second beta-propeller",0.175922905794192,0.824077094205808,"Beta_propeller"
"17992","WD repeat-containing protein 75 (U3 small nucleolar RNA-associated protein 17 homolog)","WD repeat-containing protein 75 second beta-propeller",0.211736141582566,0.788263858417434,"Beta_propeller"
"17993","WD repeat domain phosphoinositide-interacting protein 2 (WIPI-2) (WIPI49-like protein 2)","WD repeat-containing protein 75 second beta-propeller",0.311433914617877,0.688566085382123,"Beta_propeller"
"17994","Probable non-functional T cell receptor beta variable 5-7","WD repeat-containing protein 75 second beta-propeller",0.295055209737797,0.704944790262203,"Beta_propeller"
"17995","WD repeat-containing protein 87 (Testis development protein NYD-SP11)","WD repeat-containing protein 75 second beta-propeller",0.186569233782681,0.813430766217319,"Beta_propeller"
"17996","WD repeat-containing protein 7 (Rabconnectin-3 beta) (TGF-beta resistance-associated protein TRAG)","WD repeat-containing protein 75 second beta-propeller",0.236041586445899,0.763958413554101,"Beta_propeller"
"17997","Putative solute carrier family 22 member 31","Putative phage holin family 2",0.239480308295465,0.760519691704535,""
"17998","Twisted gastrulation protein homolog 1","Twisted gastrulation (Tsg) protein N-terminal domain",0.21419782487894,0.78580217512106,""
"17999","Trefoil factor 3 (Intestinal trefoil factor) (hITF) (Polypeptide P1.B) (hP1.B)","Non-contractile tail sheath protein TIM barrel",0.34132292827945,0.65867707172055,"TIM_barrel"
"18000","WD repeat-containing protein 46 (WD repeat-containing protein BING4)","WD repeat-containing protein 75 first beta-propeller",0.20302001919649,0.79697998080351,"Beta_propeller"
"18001","Krueppel-like factor 7 (Ubiquitous krueppel-like factor)","WD repeat-containing protein 75 first beta-propeller",0.322161172161172,0.677838827838828,"Beta_propeller"
"18002","WD repeat-containing protein 48 (USP1-associated factor 1) (WD repeat endosomal protein) (p80)","WD repeat-containing protein 75 first beta-propeller",0.230428259683579,0.769571740316421,"Beta_propeller"
"18003","WD repeat-containing protein 35 (Intraflagellar transport protein 121 homolog)","WD repeat-containing protein 75 first beta-propeller",0.205929487179487,0.794070512820513,"Beta_propeller"
"18004","HEAT repeat-containing protein 6 (Amplified in breast cancer protein 1)","WD repeat-containing protein 75 first beta-propeller",0.210180256567274,0.789819743432726,"Beta_propeller"
"18005","WD repeat-containing protein 88 (PQQ repeat and WD repeat-containing protein)","WD repeat-containing protein 75 first beta-propeller",0.227844377844378,0.772155622155622,"Beta_propeller"
"18006","N-myc proto-oncogene protein (Class E basic helix-loop-helix protein 37) (bHLHe37)","Cytochrome c-type biogenesis protein H Ig-like domain",0.318310144161257,0.681689855838743,"E-set"
"18007","Uncharacterized bromodomain-containing protein 10","Uncharacterised protein Y4YQ C-terminal domain",0.232435629951158,0.767564370048842,"PilP"
"18008","Glioma pathogenesis-related protein 1 (GliPR 1) (Protein RTVP-1)","Cytochrome c-type biogenesis protein H TPR domain",0.286224489795918,0.713775510204082,"TPR"
"18009","PML-RARA-regulated adapter molecule 1 (PRAM) (PRAM-1)","MLLE-related domain",0.342502482621649,0.657497517378351,"PABC-like"
"18010","Lymphocyte antigen 86 (Ly-86) (Protein MD-1)","Phage neck terminator protein",0.343998455317796,0.656001544682204,"Tail_Terminator"
"18011","Lymphocyte antigen 96 (Ly-96) (ESOP-1) (Protein MD-2)","Phage neck terminator protein",0.366340414698311,0.633659585301689,"Tail_Terminator"
"18012","Prostate stem cell antigen","Putative phage cement protein",0.247038019451812,0.752961980548188,"Beta_tulip"
"18013","Ras-related protein Rap-1A (EC 3.6.5.2) (C21KG) (G-22K) (GTP-binding protein smg p21A) (Ras-related protein Krev-1)","Minor capsid protein P11, C-terminal conserved region",0.34476637634615,0.65523362365385,""
"18014","p53 and DNA damage-regulated protein 1","Phage Pam3 gp59 related protein",0.238267412857113,0.761732587142887,""
"18015","DNA polymerase delta catalytic subunit (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase subunit delta p125)","DNA polymerase delta catalytic subunit-like, N-terminal domain",0.260844833340589,0.739155166659411,""
"18016","Zinc finger homeobox protein 3 (AT motif-binding factor 1) (AT-binding transcription factor 1) (Alpha-fetoprotein enhancer-binding protein) (Zinc finger homeodomain protein 3) (ZFH-3)","Zinc finger homeobox protein 3-like, C2H2 type zinc-finger",0.348235663588971,0.651764336411029,"C2H2-zf"
"18017","Zinc finger homeobox protein 4 (Zinc finger homeodomain protein 4) (ZFH-4)","Zinc finger homeobox protein 3-like, C2H2 type zinc-finger",0.237088381484933,0.762911618515067,"C2H2-zf"
"18018","Zinc finger homeobox protein 2 (Zinc finger homeodomain protein 2) (ZFH-2)","Zinc finger homeobox protein 3-like, C2H2 type zinc-finger",0.224085119602361,0.775914880397639,"C2H2-zf"
"18019","Zinc fingers and homeoboxes protein 1, isoform 2 (ZHX1-C8orf76 readthrough transcript protein)","Zinc finger homeobox protein 3-like, C2H2 type zinc-finger",0.303823265672129,0.696176734327871,"C2H2-zf"
"18020","Putative protein MSS51 homolog, mitochondrial (Zinc finger MYND domain-containing protein 17)","Putative ionotropic receptor, ligand binding domain",0.285064832384567,0.714935167615433,"Periplas_BP"
"18021","GATOR1 complex protein DEPDC5 (DEP domain-containing protein 5)","GATOR1 complex protein NPRL3, C-terminal HTH ",0.265079365079365,0.734920634920635,"HTH"
"18022","GATOR2 complex protein WDR59 (WD repeat-containing protein 59)","GATOR1 complex protein NPRL3, C-terminal HTH ",0.280156402737048,0.719843597262952,"HTH"
"18023","GATOR2 complex protein WDR24 (EC 2.3.2.27) (WD repeat-containing protein 24)","GATOR1 complex protein NPRL3, C-terminal HTH ",0.31104149262044,0.68895850737956,"HTH"
"18024","DNA polymerase zeta catalytic subunit (EC 2.7.7.7) (Protein reversionless 3-like) (REV3-like) (hREV3)","DNA polymerase zeta catalytic subunit, N-terminal",0.230547884720445,0.769452115279555,""
"18025","DNA polymerase alpha catalytic subunit (EC 2.7.7.7) (DNA polymerase alpha catalytic subunit p180)","DNA polymerase zeta catalytic subunit, N-terminal",0.224651402470446,0.775348597529554,""
"18026","Histamine N-methyltransferase (HMT) (EC 2.1.1.8)","Histidine N-acetyltransferase, C-terminal",0.286246612466125,0.713753387533875,"Acetyltrans"
"18027","Serotonin N-acetyltransferase (Serotonin acetylase) (EC 2.3.1.87) (Aralkylamine N-acetyltransferase) (AA-NAT)","Histidine N-acetyltransferase, C-terminal",0.320271379009352,0.679728620990648,"Acetyltrans"
"18028","Ras-like protein family member 11A (EC 3.6.5.2)","T4 MRH-like protein family",0.281617318851361,0.718382681148639,""
"18029","Ras-like protein family member 11B (EC 3.6.5.2)","T4 MRH-like protein family",0.281617318851361,0.718382681148639,""
"18030","BLOC-3 complex member HPS1 (Hermansky-Pudlak syndrome 1 protein)","AP-3 complex subunit beta-1, C-terminal domain",0.315519323671498,0.684480676328502,""
"18031","Neurotrophin-3 (NT-3) (HDNF) (Nerve growth factor 2) (NGF-2) (Neurotrophic factor)","Neurotrophin 1 N-terminal",0.360365853658537,0.639634146341463,""
"18032","Neurotrophin-4 (NT-4) (Neurotrophin-5) (NT-5) (Neutrophic factor 4)","Neurotrophin 1 N-terminal",0.321871594408908,0.678128405591092,""
"18033","Neurotrophin receptor-interacting factor homolog (Zinc finger protein 274) (Zinc finger protein HFB101) (Zinc finger protein with KRAB and SCAN domains 19) (Zinc finger protein zfp2) (Zf2)","Neurotrophin 1 N-terminal",0.380502364066194,0.619497635933806,""
"18034","Granzyme B (EC 3.4.21.79) (C11) (CTLA-1) (Cathepsin G-like 1) (CTSGL1) (Cytotoxic T-lymphocyte proteinase 2) (Lymphocyte protease) (Fragmentin-2) (Granzyme-2) (Human lymphocyte protein) (HLP) (SECT) (T-cell serine protease 1-3E)","Amanitin toxin",0.384294068504595,0.615705931495405,""
"18035","Single-strand DNA endonuclease ASTE1 (EC 3.1.-.-) (Protein asteroid homolog 1)","Single-strand DNA deaminase toxin A, C-terminal",0.280576988023796,0.719423011976204,"CDA"
"18036","Transportin-3 (Importin-12) (Imp12) (Transportin-SR) (TRN-SR)","Transportin-3/Importin-13 third TPR domain",0.297632058287796,0.702367941712204,"TPR"
"18037","RanBP2-like and GRIP domain-containing protein 3","EGF-like domain-containing protein ComC LRR domain",0.289679487179487,0.710320512820513,"LRR"
"18038","PI-PLC X domain-containing protein 2 (Phospholipase C X-domain containing protein 2) (PLCXD-2)","EGF-like domain-containing protein ComC LRR domain",0.274029358403431,0.725970641596569,"LRR"
"18039","UBA-like domain-containing protein 2","EGF-like domain-containing protein ComC LRR domain",0.157037037037037,0.842962962962963,"LRR"
"18040","UBA-like domain-containing protein 1","EGF-like domain-containing protein ComC LRR domain",0.157037037037037,0.842962962962963,"LRR"
"18041","CKLF-like MARVEL transmembrane domain-containing protein 1 (Chemokine-like factor superfamily member 1)","EGF-like domain-containing protein ComC first beta-sandwich",0.302981283841495,0.697018716158505,"E-set"
"18042","CKLF-like MARVEL transmembrane domain-containing protein 4 (Chemokine-like factor superfamily member 4)","EGF-like domain-containing protein ComC first beta-sandwich",0.302981283841495,0.697018716158505,"E-set"
"18043","CKLF-like MARVEL transmembrane domain-containing protein 2 (Chemokine-like factor superfamily member 2)","EGF-like domain-containing protein ComC first beta-sandwich",0.302981283841495,0.697018716158505,"E-set"
"18044","CKLF-like MARVEL transmembrane domain-containing protein 5 (Chemokine-like factor superfamily member 5)","EGF-like domain-containing protein ComC first beta-sandwich",0.302981283841495,0.697018716158505,"E-set"
"18045","CKLF-like MARVEL transmembrane domain-containing protein 7 (Chemokine-like factor superfamily member 7)","EGF-like domain-containing protein ComC first beta-sandwich",0.302981283841495,0.697018716158505,"E-set"
"18046","CKLF-like MARVEL transmembrane domain-containing protein 3 (Chemokine-like factor superfamily member 3)","EGF-like domain-containing protein ComC first beta-sandwich",0.302981283841495,0.697018716158505,"E-set"
"18047","EF-hand domain-containing protein D1 (EF-hand domain-containing protein 1) (Swiprosin-2)","EGF-like domain-containing protein ComC first beta-sandwich",0.268120184899846,0.731879815100154,"E-set"
"18048","CKLF-like MARVEL transmembrane domain-containing protein 6 (Chemokine-like factor superfamily member 6)","EGF-like domain-containing protein ComC first beta-sandwich",0.302981283841495,0.697018716158505,"E-set"
"18049","Kelch domain-containing protein 2 (Hepatocellular carcinoma-associated antigen 33) (Host cell factor homolog LCP) (Host cell factor-like protein 1) (HCLP-1)","EGF-like domain-containing protein ComC first beta-sandwich",0.331648217739943,0.668351782260057,"E-set"
"18050","CKLF-like MARVEL transmembrane domain-containing protein 8 (Chemokine-like factor superfamily member 8)","EGF-like domain-containing protein ComC first beta-sandwich",0.302981283841495,0.697018716158505,"E-set"
"18051","EF-hand domain-containing family member B (Cilia- and flagella-associated protein 21)","EGF-like domain-containing protein ComC second beta-sandwich",0.266804927099045,0.733195072900955,"E-set"
"18052","IQ and AAA domain-containing protein 1-like (IQ and AAA domain-containing protein 1 pseudogene 1)","EGF-like domain-containing protein ComC second beta-sandwich",0.290400916380298,0.709599083619702,"E-set"
"18053","Flavin reductase (NADPH) (FR) (EC 1.5.1.30) (Biliverdin reductase B) (BVR-B) (EC 1.3.1.-) (Biliverdin-IX beta-reductase) (Green heme-binding protein) (GHBP) (NADPH-dependent diaphorase) (NADPH-flavin reductase) (FLR) (S-nitroso-CoA-assisted nitrosyltransferase) (SNO-CoA-assisted nitrosyltransferase) (EC 2.6.99.-)","FlaX",0.329087048832272,0.670912951167728,""
"18054","Coiled-coil domain-containing protein 93","Coiled-coil domain-containing protein 39",0.0083333333333333,0.991666666666667,""
"18055","Coiled-coil domain-containing protein 39","Coiled-coil domain-containing protein 39",0,1,""
"18056","Coiled-coil domain-containing protein 9","Coiled-coil domain-containing protein 39",0.0083333333333333,0.991666666666667,""
"18057","Coiled-coil domain-containing protein 9B","Coiled-coil domain-containing protein 39",0.0166666666666666,0.983333333333333,""
"18058","Coiled-coil domain-containing protein 97","Coiled-coil domain-containing protein 39",0.0166666666666666,0.983333333333333,""
"18059","Coiled-coil domain-containing protein 73 (Sarcoma antigen NY-SAR-79)","Coiled-coil domain-containing protein 39",0.137254901960784,0.862745098039216,""
"18060","Ras-related protein Rap-1b-like protein (EC 3.6.5.2)","Tape measure protein C-terminal",0.289686916031002,0.710313083968998,""
"18061","AKT-interacting protein (Ft1) (Fused toes protein homolog)","TELO2-interacting protein 1 homologue second TPR domain",0.224825642147214,0.775174357852786,"TPR"
"18062","Alpha-2B adrenergic receptor (Alpha-2 adrenergic receptor subtype C2) (Alpha-2B adrenoreceptor) (Alpha-2B adrenoceptor) (Alpha-2BAR)","Staphylococcus phage terminal repeat-encoded protein TreK",0.373830158586862,0.626169841413138,""
"18063","Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor) (Alpha-1B adrenoceptor)","Staphylococcus phage terminal repeat-encoded protein TreK",0.316253373819163,0.683746626180837,""
"18064","Rho GTPase-activating protein 25 (Rho-type GTPase-activating protein 25)","Rho GTPase-activating protein 29/45 N-terminal",0.199959742351047,0.800040257648953,""
"18065","Rho GTPase-activating protein 5 (Rho-type GTPase-activating protein 5) (p190-B)","Rho GTPase-activating protein 29/45 N-terminal",0.228048017536185,0.771951982463815,""
"18066","Rho GTPase-activating protein 19 (Rho-type GTPase-activating protein 19)","Rho GTPase-activating protein 29/45 N-terminal",0.212049424005946,0.787950575994054,""
"18067","Rho GTPase-activating protein 45 [Cleaved into: Minor histocompatibility antigen HA-1 (mHag HA-1)]","Rho GTPase-activating protein 29/45 N-terminal",0.255175983436853,0.744824016563147,""
"18068","Rho GTPase-activating protein 9 (Rho-type GTPase-activating protein 9)","Rho GTPase-activating protein 29/45 N-terminal",0.206890693847216,0.793109306152784,""
"18069","Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A)","Rho GTPase-activating protein 29/45 N-terminal",0.315587652299198,0.684412347700802,""
"18070","Rho GTPase-activating protein 42 (Rho GTPase-activating protein 10-like) (Rho-type GTPase-activating protein 42)","Rho GTPase-activating protein 29/45 N-terminal",0.27599669242034,0.72400330757966,""
"18071","Rho GTPase-activating protein 39","Rho GTPase-activating protein 29/45 N-terminal",0.11911231884058,0.88088768115942,""
"18072","INO80 complex subunit D","INO80 complex subunit E",0.0289855072463768,0.971014492753623,"INO80_complex"
"18073","INO80 complex subunit E (Coiled-coil domain-containing protein 95)","INO80 complex subunit E",0.217171717171717,0.782828282828283,"INO80_complex"
"18074","THO complex subunit 3 (Tho3) (TEX1 homolog) (hTREX45)","INO80 complex subunit E",0.271807492480175,0.728192507519825,"INO80_complex"
"18075","INO80 complex subunit B (High mobility group AT-hook 1-like 4) (IES2 homolog) (hIes2) (PAP-1-associated protein 1) (PAPA-1) (Zinc finger HIT domain-containing protein 4)","INO80 complex subunit E",0.287968441814596,0.712031558185404,"INO80_complex"
"18076","Calpain-6 (Calpain-like protease X-linked) (Calpamodulin) (CalpM)","Cilia- and flagella-associated protein 65-like, Ig-like domain",0.317515373826734,0.682484626173266,"E-set"
"18077","Membrane-bound transcription factor site-2 protease (EC 3.4.24.85) (Endopeptidase S2P) (Sterol regulatory element-binding proteins intramembrane protease) (SREBPs intramembrane protease)","Membrane-bound transcription factor PTM, chromo domain-like",0.316274716797737,0.683725283202263,"SH3"
"18078","Membrane-bound transcription factor site-1 protease (EC 3.4.21.112) (Endopeptidase S1P) (Subtilisin/kexin-isozyme 1) (SKI-1)","Membrane-bound transcription factor PTM, chromo domain-like",0.275072985547314,0.724927014452686,"SH3"
"18079","Villin-1","Kiwellin-1",0.141666666666667,0.858333333333333,"DPBB"
"18080","Killer cell lectin-like receptor subfamily B member 1 (C-type lectin domain family 5 member B) (HNKR-P1a) (NKR-P1A) (Natural killer cell surface protein P1A) (CD antigen CD161)","Kiwellin-1",0.386658249158249,0.613341750841751,"DPBB"
"18081","Killin","Kiwellin-1",0.133333333333333,0.866666666666667,"DPBB"
"18082","Cerebellin-2","Kiwellin-1",0.3,0.7,"DPBB"
"18083","Granzyme H (EC 3.4.21.-) (CCP-X) (Cathepsin G-like 2) (CTSGL2) (Cytotoxic T-lymphocyte proteinase) (Cytotoxic serine protease C) (CSP-C)","Paratox",0.363795518207283,0.636204481792717,""
"18084","Pancreatic lipase-related protein 2 (PL-RP2) (Cytotoxic T lymphocyte lipase) (Galactolipase) (EC 3.1.1.26) (Triacylglycerol lipase) (EC 3.1.1.3)","Paratox",0.31712962962963,0.68287037037037,""
"18085","Pancreas transcription factor 1 subunit alpha (Class A basic helix-loop-helix protein 29) (bHLHa29) (Pancreas-specific transcription factor 1a) (bHLH transcription factor p48) (p48 DNA-binding subunit of transcription factor PTF1) (PTF1-p48)","Paratox",0.323651452282158,0.676348547717842,""
"18086","Poly [ADP-ribose] polymerase tankyrase-2 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 6) (ARTD6) (Poly [ADP-ribose] polymerase 5B) (Protein poly-ADP-ribosyltransferase tankyrase-2) (EC 2.4.2.-) (TNKS-2) (TRF1-interacting ankyrin-related ADP-ribose polymerase 2) (Tankyrase II) (Tankyrase-2) (TANK2) (Tankyrase-like protein) (Tankyrase-related protein)","Paratox",0.374577153265678,0.625422846734322,""
"18087","Polyprenal reductase (EC 1.3.1.94) (3-oxo-5-alpha-steroid 4-dehydrogenase 3) (EC 1.3.1.22) (Steroid 5-alpha-reductase 2-like) (Steroid 5-alpha-reductase 3) (S5AR 3) (SR type 3)","Paratox",0.367694805194805,0.632305194805195,""
"18088","Poly [ADP-ribose] polymerase 2 (PARP-2) (hPARP-2) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 2) (ARTD2) (DNA ADP-ribosyltransferase PARP2) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 2) (ADPRT-2) (Poly[ADP-ribose] synthase 2) (pADPRT-2) (Protein poly-ADP-ribosyltransferase PARP2) (EC 2.4.2.-)","Paratox",0.373425499231951,0.626574500768049,""
"18089","Parathymosin","Paratox",0.214285714285714,0.785714285714286,""
"18090","PGC-1 and ERR-induced regulator in muscle protein 1 (PPARGC1 and ESRR-induced regulator in muscle 1) (Peroxisome proliferator-activated receptor gamma coactivator 1 and estrogen-related receptor-induced regulator in muscle 1)","Paratox",0.322962962962963,0.677037037037037,""
"18091","Endosome-associated-trafficking regulator 1 (Antigen NY-CO-3) (Serologically defined colon cancer antigen 3)","P-granule-associated protein DEPS-1, second OB-fold domain",0.325912008383273,0.674087991616727,"OB"
"18092","Neudesin (Cell immortalization-related protein 2) (Neuron-derived neurotrophic factor) (Protein GIG47) (Secreted protein of unknown function) (SPUF protein)","Neuron-derived neurotrophic factor, N-terminal domain",0.366332043218836,0.633667956781164,""
"18093","ATP-dependent RNA helicase DDX19A (EC 3.6.4.13) (DDX19-like protein) (DEAD box protein 19A)","ATP-dependent RNA helicase DHX29, DSRM-like",0.262331843727193,0.737668156272807,"DSRM"
"18094","Heart- and neural crest derivatives-expressed protein 1 (Class A basic helix-loop-helix protein 27) (bHLHa27) (Extraembryonic tissues, heart, autonomic nervous system and neural crest derivatives-expressed protein 1) (eHAND)","HD-CE",0.394047619047619,0.605952380952381,"HD_PDEase"
"18095","Low affinity immunoglobulin epsilon Fc receptor (BLAST-2) (C-type lectin domain family 4 member J) (Fc-epsilon-RII) (Immunoglobulin E-binding factor) (Lymphocyte IgE receptor) (CD antigen CD23) [Cleaved into: Low affinity immunoglobulin epsilon Fc receptor membrane-bound form; Low affinity immunoglobulin epsilon Fc receptor soluble form]","ParB-CE",0.375052675937632,0.624947324062368,"ParBc"
"18096","ATP-dependent clpX-like chaperone, mitochondrial (EC 3.6.4.10) (ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial) (Caseinolytic mitochondrial matrix peptidase chaperone subunit X)","Pepco",0.325082508250825,0.674917491749175,""
"18097","Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]","Pepco",0.393252361673414,0.606747638326586,""
"18098","Lithostathine-1-alpha (Islet cells regeneration factor) (ICRF) (Islet of Langerhans regenerating protein) (REG) (Pancreatic stone protein) (PSP) (Pancreatic thread protein) (PTP) (Regenerating islet-derived protein 1-alpha) (REG-1-alpha) (Regenerating protein I alpha)","Pepco",0.393781094527363,0.606218905472637,""
"18099","Peptidyl-glycine alpha-amidating monooxygenase (PAM) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase (PHM) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase (EC 4.3.2.5) (Peptidylamidoglycolate lyase) (PAL)]","Pepco",0.326330532212885,0.673669467787115,""
"18100","Pigment epithelium-derived factor (PEDF) (Cell proliferation-inducing gene 35 protein) (EPC-1) (Serpin F1)","Pepco",0.317610062893082,0.682389937106918,""
"18101","Pre-mRNA-splicing regulator WTAP (Female-lethal(2)D homolog) (hFL(2)D) (WT1-associated protein) (Wilms tumor 1-associating protein)","Pepco",0.320610687022901,0.679389312977099,""
"18102","ATPase SWSAP1 (SWIM-type zinc finger 7-associated protein 1) (SWS1-associated protein 1) (ZSWIM7-associated protein 1) (ZSWIM7AP1)","Pepco",0.320512820512821,0.679487179487179,""
"18103","ATP-dependent DNA helicase DDX11 (EC 5.6.2.3) (CHL1-related protein 1) (hCHLR1) (DEAD/H-box protein 11) (DNA 5'-3' helicase DDX11) (Keratinocyte growth factor-regulated gene 2 protein) (KRG-2)","Pepco",0.324652777777778,0.675347222222222,""
"18104","ATP-dependent zinc metalloprotease YME1L1 (EC 3.4.24.-) (EC 3.6.-.-) (ATP-dependent metalloprotease FtsH1) (Meg-4) (Presenilin-associated metalloprotease) (PAMP) (YME1-like protein 1)","Pepco",0.324225865209472,0.675774134790528,""
"18105","ADP-dependent glucokinase (ADP-GK) (ADPGK) (EC 2.7.1.147) (RbBP-35)","Pepco",0.308457711442786,0.691542288557214,""
"18106","(E3-independent) E2 ubiquitin-conjugating enzyme (EC 2.3.2.24) (E2/E3 hybrid ubiquitin-protein ligase UBE2O) (Ubiquitin carrier protein O) (Ubiquitin-conjugating enzyme E2 O) (Ubiquitin-conjugating enzyme E2 of 230 kDa) (Ubiquitin-conjugating enzyme E2-230K) (Ubiquitin-protein ligase O)","Pepco",0.395354239256678,0.604645760743322,""
"18107","Peptide chain release factor 1-like, mitochondrial (Mitochondrial translational release factor 1-like) (mtRF1a)","Pepco",0.318318318318318,0.681681681681682,""
"18108","ATPase MORC2 (EC 3.6.1.-) (MORC family CW-type zinc finger protein 2) (Zinc finger CW-type coiled-coil domain protein 1)","Pepco",0.319444444444444,0.680555555555556,""
"18109","Insulin-like peptide INSL6 (Insulin-like peptide 6) (Relaxin/insulin-like factor 1) [Cleaved into: Insulin-like peptide INSL6 B chain; Insulin-like peptide INSL6 A chain]","Pepco",0.392156862745098,0.607843137254902,""
"18110","Serpin H1 (47 kDa heat shock protein) (Arsenic-transactivated protein 3) (AsTP3) (Cell proliferation-inducing gene 14 protein) (Collagen-binding protein) (Colligin) (Rheumatoid arthritis-related antigen RA-A47)","iHD-CE",0.380952380952381,0.619047619047619,"HD_PDEase"
"18111","Inactive heparanase-2 (Hpa2)","Inactive HKD-Rease",0.30026455026455,0.69973544973545,"PLD"
"18112","Inactive serine/threonine-protein kinase TEX14 (Protein kinase-like protein SgK307) (Sugen kinase 307) (Testis-expressed sequence 14) (Testis-expressed sequence 14 protein)","Inactive Sirtuin",0.354408914728682,0.645591085271318,"NADP_Rossmann"
"18113","Inactive dipeptidyl peptidase 10 (Dipeptidyl peptidase IV-related protein 3) (DPRP-3) (Dipeptidyl peptidase X) (DPP X) (Dipeptidyl peptidase-like protein 2) (DPL2)","Inactive Sirtuin",0.38208442886357,0.61791557113643,"NADP_Rossmann"
"18114","Inactive ubiquitin thioesterase OTULINL","Inactive Sirtuin",0.292628205128205,0.707371794871795,"NADP_Rossmann"
"18115","Inactive phospholipase C-like protein 2 (PLC-L(2)) (PLC-L2) (Phospholipase C-L2) (Phospholipase C-epsilon-2) (PLC-epsilon-2)","Inactive Sirtuin",0.373079877112135,0.626920122887865,"NADP_Rossmann"
"18116","Pecanex-like protein 4 (Hepatitis C virus F protein-binding protein 2) (HCV F protein-binding protein 2) (Pecanex homolog protein 4)","Pua-like",0.35479797979798,0.64520202020202,"PUA"
"18117","Polynucleotide 5'-hydroxyl-kinase NOL9 (EC 2.7.1.78) (Nucleolar protein 9)","Polynucleotide 5'-hydroxyl-kinase NOL9, N-terminal domain",0.193409843785784,0.806590156214216,"Cupin"
"18118","Nuclear pore complex protein Nup107 (107 kDa nucleoporin) (Nucleoporin Nup107)","Nuclear pore complex protein GP210, Ig-like domain",0.25063998332291,0.74936001667709,"E-set"
"18119","Nuclear pore complex protein Nup160 (160 kDa nucleoporin) (Nucleoporin Nup160)","Nuclear pore complex protein GP210, Ig-like domain",0.25063998332291,0.74936001667709,"E-set"
"18120","Nuclear pore complex protein Nup205 (205 kDa nucleoporin) (Nucleoporin Nup205)","Nuclear pore complex protein GP210, Ig-like domain",0.25063998332291,0.74936001667709,"E-set"
"18121","ATP-dependent RNA helicase DDX18 (EC 3.6.4.13) (DEAD box protein 18) (Myc-regulated DEAD box protein) (MrDb)","ATP-dependent RNA helicase HrpB, connector region",0.280786893882132,0.719213106117868,""
"18122","Tubulin polyglutamylase TTLL13 (EC 6.3.2.-) (Tubulin tyrosine ligase like 13) (Tubulin tyrosine ligase-like family member 13 pseudogene) (Tubulin--tyrosine ligase-like protein 13)","Tubulin polyglutamylase complex subunit 1-like, C-terminal",0.329837253936657,0.670162746063343,""
"18123","Tubulin polyglutamylase TTLL5 (EC 6.3.2.-) (SRC1 and TIF2-associated modulatory protein) (STAMP protein) (Tubulin--tyrosine ligase-like protein 5)","Tubulin polyglutamylase complex subunit 1-like, C-terminal",0.325970059684554,0.674029940315446,""
"18124","Tubulin polyglutamylase TTLL7 (EC 6.3.2.-) (Testis development protein NYD-SP30) (Tubulin--tyrosine ligase-like protein 7)","Tubulin polyglutamylase complex subunit 1-like, C-terminal",0.309072922555116,0.690927077444884,""
"18125","Tubulin polyglutamylase complex subunit 1 (PGs1)","Tubulin polyglutamylase complex subunit 1-like, C-terminal",0.133620689655172,0.866379310344828,""
"18126","Tubulin polyglutamylase TTLL6 (EC 6.3.2.-) (Protein polyglutamylase TTLL6) (Tubulin--tyrosine ligase-like protein 6)","Tubulin polyglutamylase complex subunit 1-like, C-terminal",0.304929266136163,0.695070733863837,""
"18127","Tubulin polyglutamylase TTLL11 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 11)","Tubulin polyglutamylase complex subunit 1-like, C-terminal",0.252804165895585,0.747195834104415,""
"18128","Tubulin monoglycylase TTLL3 (EC 6.3.2.-) (HOTTL) (Tubulin--tyrosine ligase-like protein 3)","Tubulin polyglutamylase complex subunit 1-like, C-terminal",0.335952827368822,0.664047172631178,""
